Not-organelle-targeted	Organelle-targeted	Organelle-targeted_Interacting	Organelle-targeted_Non-interacting	Enzyme_Complexes	Mitochondria-targeted	Plastid-targeted	Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	Mitochondria_Enzyme_Complexes	Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	Plastid_Enzyme_Complexes	mt-DNA_RRR	mt-Mito_TAT	mt-Mitoribosome	mt-Mitoribosome;Large_Subunit	mt-Mitoribosome;Small_Subunit	mt-OXPHOS	mt-OXPHOS;Complex_I	mt-OXPHOS;Complex_III	mt-OXPHOS;Complex_IV	mt-OXPHOS;Complex_V	mt-PPR	mt-Transcription_and_Transcript_Maturation	mt-Transcription_and_Transcript_Maturation;Intron_Splicing	mt-Transcription_and_Transcript_Maturation;RNA_Polymerase	mt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	mt-Transcription_and_Transcript_Maturation;mTERF	mt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	mt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	mt-tRNA_Aminoacylation	pt-ACCase	pt-CLP	pt-Chlororibosome	pt-Chlororibosome;Large_Subunit	pt-Chlororibosome;Small_Subunit	pt-DNA_RRR	pt-PPR	pt-Photosynthesis	pt-Photosynthesis;ATP_Synthase	pt-Photosynthesis;Cytochrome_b6f	pt-Photosynthesis;NDH	pt-Photosynthesis;PSI	pt-Photosynthesis;PSII	pt-Photosynthesis;Rubisco	pt-Transcription_and_Transcript_Maturation	pt-Transcription_and_Transcript_Maturation;Intron_Splicing	pt-Transcription_and_Transcript_Maturation;RNA_Polymerase	pt-Transcription_and_Transcript_Maturation;Sigma_Factor	pt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	pt-Transcription_and_Transcript_Maturation;mTERF	pt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	pt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	pt-tRNA_Aminoacylation
Spo01607	Spo14148		Spo19511		Spo21023	Spo17151					Spo20814																																												
Spo01608	Spo14154		Spo19545		Spo21035	Spo17203					Spo20817																																												
Spo01609	Spo14159		Spo19589		Spo21036	Spo17207					Spo20836																																												
Spo01610	Spo14163		Spo19606		Spo21136	Spo17235					Spo20837																																												
Spo01611	Spo14165		Spo19610		Spo21144	Spo17261					Spo20838																																												
Spo01612	Spo14192		Spo19641		Spo21148	Spo17291					Spo20849																																												
Spo01613	Spo14202		Spo19714		Spo21150	Spo17305					Spo20869																																												
Spo01614	Spo14211		Spo19717		Spo21192	Spo17319					Spo20889																																												
Spo01615	Spo14222		Spo19765		Spo21203	Spo17337					Spo20894																																												
Spo01616	Spo14256		Spo19784		Spo21208	Spo17345					Spo20896																																												
Spo01617	Spo14276		Spo19799		Spo21209	Spo17348					Spo20908																																												
Spo01618	Spo14310		Spo19801		Spo21215	Spo17364					Spo20914																																												
Spo01619	Spo14317		Spo19810		Spo21254	Spo17367					Spo20952																																												
Spo01620	Spo14345		Spo19812		Spo21275	Spo17402					Spo20966																																												
Spo01621	Spo14349		Spo19814		Spo21300	Spo17406					Spo20976																																												
Spo01622	Spo14351		Spo19818		Spo21317	Spo17411					Spo20988																																												
Spo01623	Spo14353		Spo19827		Spo21339	Spo17420					Spo20989																																												
Spo01625	Spo14356		Spo19843		Spo21367	Spo17421					Spo21021																																												
Spo01626	Spo14370		Spo19845		Spo21383	Spo17468					Spo21023																																												
Spo01627	Spo14371		Spo19855		Spo21387	Spo17469					Spo21035																																												
Spo01628	Spo14379		Spo19897		Spo21395	Spo17472					Spo21036																																												
Spo01629	Spo14381		Spo19923		Spo21397	Spo17481					Spo21057																																												
Spo01630	Spo14399		Spo19938		Spo21415	Spo17489					Spo21074																																												
Spo01631	Spo14402		Spo19943		Spo21433	Spo17491					Spo21136																																												
Spo01632	Spo14405		Spo19983		Spo21446	Spo17494					Spo21144																																												
Spo01633	Spo14406		Spo20027		Spo21455	Spo17507					Spo21148																																												
Spo01634	Spo14428		Spo20057		Spo21473	Spo17523					Spo21150																																												
Spo01635	Spo14442		Spo20077		Spo21475	Spo17572					Spo21179																																												
Spo01637	Spo14444		Spo20106		Spo21484	Spo17577					Spo21192																																												
Spo01640	Spo14453		Spo20109		Spo21491	Spo17582					Spo21198																																												
Spo01641	Spo14454		Spo20112		Spo21495	Spo17588					Spo21203																																												
Spo01642	Spo14465		Spo20114		Spo21496	Spo17604					Spo21208																																												
Spo01643	Spo14467		Spo20118		Spo21523	Spo17629					Spo21209																																												
Spo01644	Spo14483		Spo20141		Spo21527	Spo17657					Spo21215																																												
Spo01645	Spo14484		Spo20158		Spo21545	Spo17668					Spo21254																																												
Spo01648	Spo14523		Spo20171		Spo21557	Spo17670					Spo21275																																												
Spo01649	Spo14535		Spo20193		Spo21580	Spo17675					Spo21277																																												
Spo01650	Spo14560		Spo20196		Spo21581	Spo17676					Spo21281																																												
Spo01651	Spo14561		Spo20206		Spo21583	Spo17679					Spo21300																																												
Spo01652	Spo14570		Spo20211		Spo21584	Spo17690					Spo21326																																												
Spo01653	Spo14572		Spo20220		Spo21634	Spo17699					Spo21336																																												
Spo01654	Spo14578		Spo20223		Spo21660	Spo17706					Spo21339																																												
Spo01656	Spo14593		Spo20278		Spo21676	Spo17708					Spo21353																																												
Spo01657	Spo14601		Spo20299		Spo21681	Spo17714					Spo21375																																												
Spo01658	Spo14627		Spo20345		Spo21695	Spo17727					Spo21383																																												
Spo01660	Spo14639		Spo20364		Spo21706	Spo17740					Spo21387																																												
Spo01661	Spo14654		Spo20387		Spo21717	Spo17748					Spo21391																																												
Spo01662	Spo14655		Spo20405		Spo21719	Spo17754					Spo21395																																												
Spo01663	Spo14663		Spo20410		Spo21736	Spo17769					Spo21397																																												
Spo01664	Spo14666		Spo20416		Spo21744	Spo17790					Spo21415																																												
Spo01665	Spo14667		Spo20458		Spo21757	Spo17828					Spo21430																																												
Spo01666	Spo14684		Spo20469		Spo21762	Spo17858					Spo21446																																												
Spo01667	Spo14714		Spo20489		Spo21785	Spo17860					Spo21455																																												
Spo01668	Spo14717		Spo20515		Spo21787	Spo17863					Spo21484																																												
Spo01669	Spo14720		Spo20519		Spo21791	Spo17870					Spo21495																																												
Spo01671	Spo14740		Spo20522		Spo21808	Spo17872					Spo21496																																												
Spo01673	Spo14756		Spo20525		Spo21812	Spo17895					Spo21500																																												
Spo01674	Spo14810		Spo20527		Spo21816	Spo17897					Spo21523																																												
Spo01675	Spo14823		Spo20559		Spo21838	Spo17903					Spo21527																																												
Spo01676	Spo14824		Spo20569		Spo21878	Spo17928					Spo21554																																												
Spo01677	Spo14829		Spo20580		Spo21904	Spo17951					Spo21557																																												
Spo01678	Spo14831		Spo20585		Spo21935	Spo17962					Spo21581																																												
Spo01679	Spo14832		Spo20588		Spo21939	Spo17972					Spo21584																																												
Spo01680	Spo14833		Spo20601		Spo21941	Spo17994					Spo21602																																												
Spo01681	Spo14852		Spo20603		Spo21959	Spo17997					Spo21609																																												
Spo01682	Spo14861		Spo20604		Spo21979	Spo18002					Spo21631																																												
Spo01683	Spo14866		Spo20611		Spo21980	Spo18027					Spo21634																																												
Spo01684	Spo14894		Spo20617		Spo21991	Spo18028					Spo21655																																												
Spo01685	Spo14906		Spo20628		Spo21995	Spo18094					Spo21657																																												
Spo01686	Spo14923		Spo20640		Spo21999	Spo18104					Spo21660																																												
Spo01687	Spo14938		Spo20648		Spo22007	Spo18117					Spo21676																																												
Spo01688	Spo14948		Spo20655		Spo22030	Spo18118					Spo21681																																												
Spo01689	Spo14959		Spo20701		Spo22053	Spo18148					Spo21719																																												
Spo01690	Spo14962		Spo20716		Spo22055	Spo18150					Spo21744																																												
Spo01691	Spo14968		Spo20772		Spo22079	Spo18159					Spo21757																																												
Spo01692	Spo14980		Spo20780		Spo22082	Spo18165					Spo21762																																												
Spo01696	Spo14999		Spo20783		Spo22107	Spo18169					Spo21785																																												
Spo01697	Spo15015		Spo20803		Spo22111	Spo18170					Spo21787																																												
Spo01698	Spo15025		Spo20814		Spo22136	Spo18172					Spo21791																																												
Spo01699	Spo15026		Spo20817		Spo22178	Spo18183					Spo21811																																												
Spo01701	Spo15064		Spo20836		Spo22182	Spo18184					Spo21816																																												
Spo01702	Spo15070		Spo20837		Spo22185	Spo18185					Spo21838																																												
Spo01705	Spo15073		Spo20838		Spo22201	Spo18203					Spo21878																																												
Spo01706	Spo15074		Spo20849		Spo22212	Spo18209					Spo21904																																												
Spo01707	Spo15078		Spo20869		Spo22219	Spo18212					Spo21910																																												
Spo01708	Spo15079		Spo20889		Spo22253	Spo18223					Spo21935																																												
Spo01709	Spo30001		Spo20894		Spo22276	Spo18236					Spo21979																																												
Spo01710	Spo15097		Spo20896		Spo22283	Spo18249					Spo21980																																												
Spo01712	Spo15098		Spo20904		Spo22284	Spo18253					Spo21991																																												
Spo01715	Spo15099		Spo20908		Spo22311	Spo18254					Spo21995																																												
Spo01716	Spo15110		Spo20914		Spo22319	Spo18261					Spo21999																																												
Spo01717	Spo15121		Spo20952		Spo22322	Spo18276					Spo22007																																												
Spo01718	Spo15130		Spo20966		Spo22452	Spo18296					Spo22012																																												
Spo01719	Spo15135		Spo20976		Spo22453	Spo18320					Spo22017																																												
Spo01720	Spo15150		Spo20988		Spo22463	Spo18336					Spo22028																																												
Spo01721	Spo15205		Spo20989		Spo22469	Spo18352					Spo22030																																												
Spo01722	Spo15206		Spo21021		Spo22492	Spo18357					Spo22032																																												
Spo01723	Spo15207		Spo21023		Spo22501	Spo18361					Spo22053																																												
Spo01724	Spo15230		Spo21035		Spo22504	Spo18398					Spo22064																																												
Spo01725	Spo15236		Spo21036		Spo22509	Spo18400					Spo22079																																												
Spo01726	Spo15262		Spo21057		Spo22513	Spo18441					Spo22082																																												
Spo01727	Spo15294		Spo21074		Spo22526	Spo18450					Spo22111																																												
Spo01728	Spo15302		Spo21136		Spo22563	Spo18471					Spo22172																																												
Spo01729	Spo15337		Spo21144		Spo22564	Spo18478					Spo22178																																												
Spo01730	Spo15343		Spo21148		Spo22566	Spo18479					Spo22182																																												
Spo01731	Spo15346		Spo21150		Spo22584	Spo18480					Spo22185																																												
Spo01733	Spo15359		Spo21179		Spo22587	Spo18488					Spo22201																																												
Spo01734	Spo15365		Spo21192		Spo22613	Spo18495					Spo22212																																												
Spo01735	Spo15369		Spo21198		Spo22626	Spo18526					Spo22219																																												
Spo01736	Spo15373		Spo21203		Spo22653	Spo18528					Spo22253																																												
Spo01737	Spo15377		Spo21208		Spo22663	Spo18532					Spo22261																																												
Spo01738	Spo15378		Spo21209		Spo22667	Spo18565					Spo22311																																												
Spo01739	Spo15390		Spo21215		Spo22680	Spo18574					Spo22319																																												
Spo01740	Spo15404		Spo21254		Spo22683	Spo18578					Spo22322																																												
Spo01742	Spo15422		Spo21275		Spo22703	Spo18591					Spo22350																																												
Spo01743	Spo15439		Spo21277		Spo22729	Spo18659					Spo22362																																												
Spo01744	Spo15453		Spo21281		Spo22730	Spo18695					Spo22389																																												
Spo01745	Spo15465		Spo21300		Spo22731	Spo18701					Spo22452																																												
Spo01746	Spo15481		Spo21317		Spo22732	Spo18735					Spo22463																																												
Spo01747	Spo15482		Spo21326		Spo22733	Spo18759					Spo22469																																												
Spo01748	Spo15488		Spo21336		Spo22734	Spo18765					Spo22475																																												
Spo01751	Spo15501		Spo21339		Spo22735	Spo18776					Spo22482																																												
Spo01752	Spo15503		Spo21353		Spo22756	Spo18799					Spo22485																																												
Spo01753	Spo15524		Spo21367		Spo22784	Spo18800					Spo22488																																												
Spo01754	Spo15546		Spo21375		Spo22821	Spo18805					Spo22501																																												
Spo01755	Spo15550		Spo21383		Spo22824	Spo18812					Spo22504																																												
Spo01756	Spo15551		Spo21387		Spo22825	Spo18813					Spo22509																																												
Spo01757	Spo15552		Spo21391		Spo22840	Spo18831					Spo22526																																												
Spo01758	Spo15605		Spo21395		Spo22846	Spo18858					Spo22529																																												
Spo01759	Spo15608		Spo21397		Spo22856	Spo18860					Spo22530																																												
Spo01761	Spo15619		Spo21415		Spo22857	Spo18861					Spo22539																																												
Spo01762	Spo15621		Spo21430		Spo22878	Spo18866					Spo22543																																												
Spo01763	Spo15623		Spo21446		Spo22879	Spo18888					Spo22563																																												
Spo01766	Spo15631		Spo21455		Spo22917	Spo18902					Spo22564																																												
Spo01767	Spo15635		Spo21484		Spo22919	Spo18908					Spo22587																																												
Spo01768	Spo15637		Spo21491		Spo22941	Spo18929					Spo22613																																												
Spo01770	Spo15655		Spo21495		Spo22944	Spo18930					Spo22626																																												
Spo01772	Spo15658		Spo21496		Spo22977	Spo18937					Spo22627																																												
Spo01773	Spo15666		Spo21500		Spo22986	Spo18958					Spo22653																																												
Spo01775	Spo15670		Spo21523		Spo22998	Spo19018					Spo22663																																												
Spo01776	Spo15671		Spo21527		Spo23007	Spo19098					Spo22680																																												
Spo01777	Spo15691		Spo21554		Spo23035	Spo19111					Spo22703																																												
Spo01778	Spo15693		Spo21557		Spo23044	Spo19113					Spo22718																																												
Spo01779	Spo15694		Spo21581		Spo23047	Spo19130					Spo22719																																												
Spo01780	Spo15698		Spo21584		Spo23048	Spo19150					Spo22731																																												
Spo01781	Spo15702		Spo21602		Spo23058	Spo19156					Spo22732																																												
Spo01782	Spo15704		Spo21609		Spo23071	Spo19174					Spo22734																																												
Spo01783	Spo15706		Spo21631		Spo23072	Spo19175					Spo22735																																												
Spo01784	Spo15708		Spo21634		Spo23073	Spo19176					Spo22759																																												
Spo01785	Spo15719		Spo21655		Spo23082	Spo19193					Spo22821																																												
Spo01786	Spo15720		Spo21657		Spo23084	Spo19197					Spo22824																																												
Spo01787	Spo15724		Spo21660		Spo23122	Spo19218					Spo22825																																												
Spo01788	Spo15727		Spo21676		Spo23125	Spo19220					Spo22826																																												
Spo01792	Spo15751		Spo21681		Spo23127	Spo19227					Spo22840																																												
Spo01793	Spo15752		Spo21719		Spo23133	Spo19236					Spo22854																																												
Spo01794	Spo15755		Spo21744		Spo23145	Spo19237					Spo22857																																												
Spo01795	Spo15766		Spo21757		Spo23160	Spo19241					Spo22879																																												
Spo01796	Spo15793		Spo21762		Spo23185	Spo19250					Spo22917																																												
Spo01797	Spo15799		Spo21785		Spo23188	Spo19265					Spo22919																																												
Spo01798	Spo15807		Spo21787		Spo23214	Spo19269					Spo22921																																												
Spo01799	Spo15812		Spo21791		Spo23216	Spo19288					Spo22941																																												
Spo01800	Spo15815		Spo21811		Spo23227	Spo19294					Spo22960																																												
Spo01801	Spo15825		Spo21816		Spo23305	Spo19326					Spo22986																																												
Spo01802	Spo15841		Spo21838		Spo23310	Spo19331					Spo22990																																												
Spo01803	Spo15877		Spo21878		Spo23311	Spo19348					Spo22998																																												
Spo01804	Spo15882		Spo21904		Spo23325	Spo19349					Spo23007																																												
Spo01805	Spo15902		Spo21910		Spo23330	Spo19375					Spo23008																																												
Spo01807	Spo15925		Spo21935		Spo23352	Spo19382					Spo23035																																												
Spo01808	Spo15946		Spo21979		Spo23354	Spo19390					Spo23058																																												
Spo01809	Spo15953		Spo21980		Spo23363	Spo19393					Spo23071																																												
Spo01810	Spo15959		Spo21991		Spo23384	Spo19407					Spo23081																																												
Spo01811	Spo15973		Spo21995		Spo23413	Spo19409					Spo23082																																												
Spo01813	Spo15990		Spo21999		Spo23425	Spo19429					Spo23084																																												
Spo01814	Spo15995		Spo22007		Spo23436	Spo19431					Spo23113																																												
Spo01815	Spo16005		Spo22012		Spo23467	Spo19435					Spo23122																																												
Spo01816	Spo16022		Spo22017		Spo23482	Spo19438					Spo23125																																												
Spo01817	Spo16024		Spo22028		Spo23508	Spo19446					Spo23142																																												
Spo01818	Spo16047		Spo22030		Spo23526	Spo19450					Spo23145																																												
Spo01819	Spo16051		Spo22032		Spo23528	Spo19458					Spo23152																																												
Spo01820	Spo16075		Spo22053		Spo23532	Spo19474					Spo23160																																												
Spo01821	Spo16087		Spo22055		Spo23542	Spo19503					Spo23165																																												
Spo01822	Spo16097		Spo22064		Spo23558	Spo19511					Spo23184																																												
Spo01823	Spo16099		Spo22079		Spo23579	Spo19545					Spo23185																																												
Spo01824	Spo16107		Spo22082		Spo23639	Spo19589					Spo23214																																												
Spo01825	Spo16108		Spo22111		Spo23667	Spo19606					Spo23220																																												
Spo01826	Spo16109		Spo22172		Spo23668	Spo19641					Spo23227																																												
Spo01828	Spo16115		Spo22178		Spo23703	Spo19648					Spo23228																																												
Spo01829	Spo16134		Spo22182		Spo23709	Spo19714					Spo23237																																												
Spo01830	Spo16136		Spo22185		Spo23721	Spo19717					Spo23244																																												
Spo01832	Spo16140		Spo22201		Spo23737	Spo19731					Spo23247																																												
Spo01833	Spo16149		Spo22212		Spo23753	Spo19732					Spo23249																																												
Spo01834	Spo16150		Spo22219		Spo23767	Spo19765					Spo23305																																												
Spo01835	Spo16158		Spo22253		Spo23800	Spo19771					Spo23310																																												
Spo01836	Spo16162		Spo22261		Spo23801	Spo19776					Spo23311																																												
Spo01837	Spo16164		Spo22276		Spo23804	Spo19784					Spo23325																																												
Spo01838	Spo16165		Spo22311		Spo23810	Spo19801					Spo23330																																												
Spo01839	Spo16173		Spo22319		Spo23814	Spo19810					Spo23349																																												
Spo01840	Spo16184		Spo22322		Spo23817	Spo19812					Spo23352																																												
Spo01841	Spo16187		Spo22350		Spo23825	Spo19814					Spo23358																																												
Spo01842	Spo16195		Spo22362		Spo23829	Spo19818					Spo23363																																												
Spo01843	Spo16198		Spo22389		Spo23830	Spo19827					Spo23384																																												
Spo01844	Spo16203		Spo22452		Spo23860	Spo19843					Spo23413																																												
Spo01846	Spo16209		Spo22463		Spo23882	Spo19845					Spo23415																																												
Spo01847	Spo16212		Spo22469		Spo23917	Spo19847					Spo23416																																												
Spo01848	Spo16214		Spo22475		Spo23921	Spo19850					Spo23425																																												
Spo01849	Spo16217		Spo22482		Spo23926	Spo19854					Spo23450																																												
Spo01850	Spo16220		Spo22485		Spo23927	Spo19855					Spo23459																																												
Spo01851	Spo16225		Spo22488		Spo23978	Spo19897					Spo23465																																												
Spo01852	Spo16237		Spo22501		Spo23984	Spo19908					Spo23478																																												
Spo01853	Spo16271		Spo22504		Spo23991	Spo19923					Spo23497																																												
Spo01854	Spo16300		Spo22509		Spo24044	Spo19938					Spo23505																																												
Spo01855	Spo16307		Spo22513		Spo24050	Spo19943					Spo23512																																												
Spo01856	Spo16310		Spo22526		Spo24066	Spo19965					Spo23526																																												
Spo01857	Spo16313		Spo22529		Spo24070	Spo19968					Spo23528																																												
Spo01858	Spo16321		Spo22530		Spo24118	Spo19973					Spo23530																																												
Spo01859	Spo16344		Spo22539		Spo24141	Spo19975					Spo23531																																												
Spo01860	Spo16375		Spo22543		Spo24146	Spo19983					Spo23552																																												
Spo01861	Spo16388		Spo22563		Spo24190	Spo20027					Spo23554																																												
Spo01862	Spo16391		Spo22564		Spo24204	Spo20057					Spo23558																																												
Spo01863	Spo16394		Spo22584		Spo24214	Spo20077					Spo23570																																												
Spo01864	Spo16409		Spo22587		Spo24220	Spo20106					Spo23579																																												
Spo01866	Spo16415		Spo22613		Spo24222	Spo20109					Spo23604																																												
Spo01867	Spo16427		Spo22626		Spo24223	Spo20112					Spo23639																																												
Spo01868	Spo16436		Spo22627		Spo24224	Spo20114					Spo23653																																												
Spo01870	Spo16440		Spo22653		Spo24238	Spo20118					Spo23667																																												
Spo01873	Spo16443		Spo22663		Spo24245	Spo20122					Spo23668																																												
Spo01874	Spo16451		Spo22680		Spo24250	Spo20141					Spo23711																																												
Spo01875	Spo16463		Spo22703		Spo24264	Spo20158					Spo23712																																												
Spo01876	Spo16464		Spo22718		Spo24270	Spo20166					Spo23714																																												
Spo01879	Spo16469		Spo22719		Spo24278	Spo20171					Spo23717																																												
Spo01880	Spo16475		Spo22731		Spo24297	Spo20184					Spo23721																																												
Spo01881	Spo16482		Spo22732		Spo24311	Spo20193					Spo23742																																												
Spo01882	Spo16495		Spo22734		Spo24312	Spo20196					Spo23767																																												
Spo01883	Spo16519		Spo22735		Spo24325	Spo20206					Spo23800																																												
Spo01885	Spo16530		Spo22759		Spo24366	Spo20211					Spo23801																																												
Spo01886	Spo16553		Spo22821		Spo24394	Spo20220					Spo23804																																												
Spo01887	Spo16563		Spo22824		Spo24396	Spo20223					Spo23810																																												
Spo01888	Spo16571		Spo22825		Spo24405	Spo20243					Spo23814																																												
Spo01889	Spo16577		Spo22826		Spo24416	Spo20278					Spo23817																																												
Spo01890	Spo16588		Spo22840		Spo24453	Spo20299					Spo23825																																												
Spo01892	Spo16636		Spo22854		Spo24475	Spo20345					Spo23830																																												
Spo01893	Spo16641		Spo22856		Spo24495	Spo20364					Spo23834																																												
Spo01894	Spo16643		Spo22857		Spo24532	Spo20382					Spo23906																																												
Spo01895	Spo16647		Spo22879		Spo24567	Spo20387					Spo23917																																												
Spo01896	Spo16686		Spo22917		Spo24580	Spo20405					Spo23921																																												
Spo01897	Spo16695		Spo22919		Spo24589	Spo20410					Spo23926																																												
Spo01899	Spo16701		Spo22921		Spo24655	Spo20416					Spo23927																																												
Spo01900	Spo16703		Spo22941		Spo24660	Spo20441					Spo23932																																												
Spo01902	Spo16708		Spo22960		Spo24664	Spo20447					Spo23952																																												
Spo01903	Spo16710		Spo22986		Spo24679	Spo20458					Spo23960																																												
Spo01904	Spo16728		Spo22990		Spo24687	Spo20469					Spo23967																																												
Spo01906	Spo16736		Spo22998		Spo24691	Spo20515					Spo23984																																												
Spo01907	Spo16740		Spo23007		Spo24704	Spo20519					Spo23993																																												
Spo01908	Spo16755		Spo23008		Spo24715	Spo20522					Spo24044																																												
Spo01909	Spo16757		Spo23035		Spo24722	Spo20525					Spo24046																																												
Spo01910	Spo16765		Spo23044		Spo24732	Spo20527					Spo24049																																												
Spo01911	Spo16777		Spo23047		Spo24749	Spo20559					Spo24050																																												
Spo01912	Spo16784		Spo23058		Spo24762	Spo20569					Spo24066																																												
Spo01913	Spo16794		Spo23071		Spo24773	Spo20580					Spo24067																																												
Spo01914	Spo16802		Spo23081		Spo24796	Spo20588					Spo24070																																												
Spo01915	Spo16806		Spo23082		Spo24814	Spo20589					Spo24072																																												
Spo01916	Spo16810		Spo23084		Spo24824	Spo20601					Spo24141																																												
Spo01917	Spo16820		Spo23113		Spo24826	Spo20603					Spo24146																																												
Spo01919	Spo16821		Spo23122		Spo24839	Spo20604					Spo24178																																												
Spo01920	Spo16826		Spo23125		Spo24862	Spo20611					Spo24204																																												
Spo01921	Spo16839		Spo23142		Spo24865	Spo20617					Spo24214																																												
Spo01922	Spo16852		Spo23145		Spo24867	Spo20628					Spo24220																																												
Spo01924	Spo16856		Spo23152		Spo24868	Spo20640					Spo24222																																												
Spo01925	Spo16859		Spo23160		Spo24871	Spo20648					Spo24223																																												
Spo01926	Spo16862		Spo23165		Spo24875	Spo20655					Spo24224																																												
Spo01927	Spo16882		Spo23184		Spo24924	Spo20699					Spo24225																																												
Spo01929	Spo16892		Spo23185		Spo24983	Spo20701					Spo24238																																												
Spo01930	Spo16903		Spo23214		Spo25045	Spo20705					Spo24245																																												
Spo01931	Spo16904		Spo23220		Spo25046	Spo20716					Spo24311																																												
Spo01932	Spo16907		Spo23228		Spo25052	Spo20756					Spo24312																																												
Spo01933	Spo16925		Spo23237		Spo25059	Spo20772					Spo24325																																												
Spo01934	Spo16935		Spo23244		Spo25083	Spo20780					Spo24367																																												
Spo01935	Spo16945		Spo23247		Spo25112	Spo20783					Spo24380																																												
Spo01936	Spo16951		Spo23249		Spo25113	Spo20803					Spo24394																																												
Spo01938	Spo16955		Spo23305		Spo25118	Spo20814					Spo24396																																												
Spo01939	Spo16961		Spo23310		Spo25121	Spo20817					Spo24405																																												
Spo01941	Spo16963		Spo23311		Spo25123	Spo20836					Spo24415																																												
Spo01942	Spo16964		Spo23325		Spo25125	Spo20837					Spo24416																																												
Spo01947	Spo16966		Spo23330		Spo25126	Spo20838					Spo24420																																												
Spo01948	Spo16989		Spo23349		Spo25132	Spo20849					Spo24453																																												
Spo01949	Spo16996		Spo23352		Spo25142	Spo20869					Spo24475																																												
Spo01950	Spo17001		Spo23358		Spo25154	Spo20889					Spo24484																																												
Spo01951	Spo17022		Spo23363		Spo25158	Spo20894					Spo24513																																												
Spo01952	Spo17025		Spo23384		Spo25181	Spo20896					Spo24515																																												
Spo01953	Spo17046		Spo23413		Spo25191	Spo20908					Spo24532																																												
Spo01957	Spo17047		Spo23415		Spo25206	Spo20914					Spo24567																																												
Spo01959	Spo17049		Spo23416		Spo25212	Spo20952					Spo24580																																												
Spo01960	Spo17053		Spo23425		Spo25221	Spo20966					Spo24590																																												
Spo01961	Spo17054		Spo23436		Spo25230	Spo20976					Spo24624																																												
Spo01962	Spo17055		Spo23450		Spo25244	Spo20988					Spo24655																																												
Spo01963	Spo17067		Spo23459		Spo25262	Spo20989					Spo24660																																												
Spo01964	Spo17071		Spo23465		Spo25266	Spo21007					Spo24661																																												
Spo01970	Spo17072		Spo23478		Spo25286	Spo21020					Spo24664																																												
Spo01971	Spo17073		Spo23497		Spo25304	Spo21021					Spo24675																																												
Spo01972	Spo17080		Spo23505		Spo25310	Spo21023					Spo24679																																												
Spo01973	Spo17081		Spo23508		Spo25313	Spo21035					Spo24687																																												
Spo01976	Spo17101		Spo23512		Spo25328	Spo21036					Spo24690																																												
Spo01977	Spo17102		Spo23526		Spo25329	Spo21057					Spo24691																																												
Spo01978	Spo17106		Spo23528		Spo25332	Spo21067					Spo24715																																												
Spo01979	Spo17123		Spo23530		Spo25340	Spo21074					Spo24732																																												
Spo01980	Spo17125		Spo23531		Spo25364	Spo21104					Spo24755																																												
Spo01984	Spo17134		Spo23552		Spo25369	Spo21136					Spo24771																																												
Spo01985	Spo17151		Spo23554		Spo25370	Spo21144					Spo24793																																												
Spo01986	Spo17203		Spo23558		Spo25371	Spo21148					Spo24796																																												
Spo01987	Spo17207		Spo23570		Spo25392	Spo21150					Spo24814																																												
Spo01988	Spo17235		Spo23579		Spo25395	Spo21152					Spo24839																																												
Spo01989	Spo17261		Spo23604		Spo25421	Spo21179					Spo24858																																												
Spo01990	Spo17291		Spo23639		Spo25423	Spo21192					Spo24861																																												
Spo01991	Spo17305		Spo23653		Spo25425	Spo21198					Spo24862																																												
Spo01992	Spo17319		Spo23667		Spo25439	Spo21203					Spo24871																																												
Spo01993	Spo17321		Spo23668		Spo25445	Spo21208					Spo24872																																												
Spo01995	Spo17337		Spo23703		Spo25446	Spo21209					Spo24906																																												
Spo01996	Spo17345		Spo23709		Spo25451	Spo21215					Spo24918																																												
Spo01997	Spo17346		Spo23711		Spo25456	Spo21245					Spo24921																																												
Spo01998	Spo17348		Spo23712		Spo25503	Spo21254					Spo25046																																												
Spo01999	Spo17364		Spo23714		Spo25519	Spo21275					Spo25083																																												
Spo02003	Spo17367		Spo23717		Spo25611	Spo21277					Spo25098																																												
Spo02004	Spo17402		Spo23721		Spo25648	Spo21281					Spo25118																																												
Spo02005	Spo17406		Spo23742		Spo25655	Spo21300					Spo25120																																												
Spo02006	Spo17411		Spo23753		Spo25657	Spo21326					Spo25142																																												
Spo02007	Spo17420		Spo23767		Spo25670	Spo21336					Spo25158																																												
Spo02008	Spo17421		Spo23800		Spo25671	Spo21339					Spo25176																																												
Spo02009	Spo17468		Spo23801		Spo25672	Spo21353					Spo25196																																												
Spo02010	Spo17469		Spo23804		Spo25730	Spo21361					Spo25212																																												
Spo02011	Spo17472		Spo23810		Spo25731	Spo21375					Spo25221																																												
Spo02012	Spo17481		Spo23814		Spo25755	Spo21383					Spo25230																																												
Spo02013	Spo17489		Spo23817		Spo25783	Spo21387					Spo25234																																												
Spo02014	Spo17491		Spo23825		Spo25784	Spo21391					Spo25242																																												
