Not-organelle-targeted	Organelle-targeted	Organelle-targeted_Interacting	Organelle-targeted_Non-interacting	Enzyme_Complexes	Mitochondria-targeted	Plastid-targeted	Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	Mitochondria_Enzyme_Complexes	Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	Plastid_Enzyme_Complexes	mt-DNA_RRR	mt-Mito_TAT	mt-Mitoribosome	mt-Mitoribosome;Large_Subunit	mt-Mitoribosome;Small_Subunit	mt-OXPHOS	mt-OXPHOS;Complex_I	mt-OXPHOS;Complex_III	mt-OXPHOS;Complex_IV	mt-OXPHOS;Complex_V	mt-PPR	mt-Transcription_and_Transcript_Maturation	mt-Transcription_and_Transcript_Maturation;Intron_Splicing	mt-Transcription_and_Transcript_Maturation;RNA_Polymerase	mt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	mt-Transcription_and_Transcript_Maturation;mTERF	mt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	mt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	mt-tRNA_Aminoacylation	pt-ACCase	pt-CLP	pt-Chlororibosome	pt-Chlororibosome;Large_Subunit	pt-Chlororibosome;Small_Subunit	pt-DNA_RRR	pt-PPR	pt-Photosynthesis	pt-Photosynthesis;ATP_Synthase	pt-Photosynthesis;Cytochrome_b6f	pt-Photosynthesis;NDH	pt-Photosynthesis;PSI	pt-Photosynthesis;PSII	pt-Photosynthesis;Rubisco	pt-Transcription_and_Transcript_Maturation	pt-Transcription_and_Transcript_Maturation;Intron_Splicing	pt-Transcription_and_Transcript_Maturation;RNA_Polymerase	pt-Transcription_and_Transcript_Maturation;Sigma_Factor	pt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	pt-Transcription_and_Transcript_Maturation;mTERF	pt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	pt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	pt-tRNA_Aminoacylation
Spo10566																																																							
Spo10567																																																							
Spo10568																																																							
Spo10569																																																							
Spo10570																																																							
Spo10571																																																							
Spo10572																																																							
Spo10573																																																							
Spo10574																																																							
Spo10575																																																							
Spo10576																																																							
Spo10577																																																							
Spo10578																																																							
Spo10579																																																							
Spo10580																																																							
Spo10581																																																							
Spo10582																																																							
Spo10583																																																							
Spo10584																																																							
Spo10585																																																							
Spo10587																																																							
Spo10588																																																							
Spo10589																																																							
Spo10590																																																							
Spo10591																																																							
Spo10592																																																							
Spo10593																																																							
Spo10594																																																							
Spo10595																																																							
Spo10596																																																							
Spo10597																																																							
Spo10598																																																							
Spo10599																																																							
Spo10600																																																							
Spo10601																																																							
Spo10602																																																							
Spo10603																																																							
Spo10604																																																							
Spo10605																																																							
Spo10606																																																							
Spo10608																																																							
Spo10610																																																							
Spo10611																																																							
Spo10612																																																							
Spo10613																																																							
Spo10614																																																							
Spo10615																																																							
Spo10616																																																							
Spo10618																																																							
Spo10620																																																							
Spo10621																																																							
Spo10622																																																							
Spo10624																																																							
Spo10625																																																							
Spo10626																																																							
Spo10627																																																							
Spo10628																																																							
Spo10629																																																							
Spo10630																																																							
Spo10631																																																							
Spo10632																																																							
Spo10633																																																							
Spo10634																																																							
Spo10635																																																							
Spo10636																																																							
Spo10638																																																							
Spo10639																																																							
Spo10640																																																							
Spo10641																																																							
Spo10642																																																							
Spo10643																																																							
Spo10644																																																							
Spo10645																																																							
Spo10646																																																							
Spo10647																																																							
Spo10651																																																							
Spo10652																																																							
Spo10653																																																							
Spo10654																																																							
Spo10655																																																							
Spo10657																																																							
Spo10658																																																							
Spo10659																																																							
Spo10660																																																							
Spo10661																																																							
Spo10662																																																							
Spo10663																																																							
Spo10664																																																							
Spo10665																																																							
Spo10666																																																							
Spo10667																																																							
Spo10668																																																							
Spo10669																																																							
Spo10670																																																							
Spo10671																																																							
Spo10672																																																							
Spo10673																																																							
Spo10674																																																							
Spo10675																																																							
Spo10676																																																							
Spo10677																																																							
Spo10678																																																							
Spo10679																																																							
Spo10680																																																							
Spo10681																																																							
Spo10682																																																							
Spo10683																																																							
Spo10684																																																							
Spo10685																																																							
Spo10686																																																							
Spo10687																																																							
Spo10688																																																							
Spo10689																																																							
Spo10690																																																							
Spo10691																																																							
Spo10692																																																							
Spo10693																																																							
Spo10694																																																							
Spo10695																																																							
Spo10696																																																							
Spo10697																																																							
Spo10698																																																							
Spo10699																																																							
Spo10700																																																							
Spo10701																																																							
Spo10703																																																							
Spo10704																																																							
Spo10705																																																							
Spo10706																																																							
Spo10707																																																							
Spo10708																																																							
Spo10709																																																							
Spo10710																																																							
Spo10711																																																							
Spo10712																																																							
Spo10713																																																							
Spo10714																																																							
Spo10715																																																							
Spo10716																																																							
Spo10717																																																							
Spo10718																																																							
Spo10719																																																							
Spo10720																																																							
Spo10721																																																							
Spo10722																																																							
Spo10723																																																							
Spo10724																																																							
Spo10725																																																							
Spo10726																																																							
Spo10727																																																							
Spo10728																																																							
Spo10729																																																							
Spo10730																																																							
Spo10731																																																							
Spo10732																																																							
Spo10733																																																							
Spo10734																																																							
Spo10735																																																							
Spo10736																																																							
Spo10737																																																							
Spo10738																																																							
Spo10739																																																							
Spo10740																																																							
Spo10741																																																							
Spo10742																																																							
Spo10743																																																							
Spo10744																																																							
Spo10745																																																							
Spo10746																																																							
Spo10747																																																							
Spo10748																																																							
Spo10750																																																							
Spo10751																																																							
Spo10752																																																							
Spo10753																																																							
Spo10754																																																							
Spo10755																																																							
Spo10756																																																							
Spo10757																																																							
Spo10758																																																							
Spo10759																																																							
Spo10760																																																							
Spo10761																																																							
Spo10762																																																							
Spo10763																																																							
Spo10764																																																							
Spo10765																																																							
Spo10766																																																							
Spo10767																																																							
Spo10768																																																							
Spo10769																																																							
Spo10770																																																							
Spo10771																																																							
Spo10772																																																							
Spo10773																																																							
Spo10774																																																							
Spo10775																																																							
Spo10776																																																							
Spo10777																																																							
Spo10778																																																							
Spo10779																																																							
Spo10780																																																							
Spo10781																																																							
Spo10782																																																							
Spo10783																																																							
Spo10784																																																							
Spo10785																																																							
Spo10786																																																							
Spo10787																																																							
Spo10788																																																							
Spo10789																																																							
Spo10790																																																							
Spo10791																																																							
Spo10792																																																							
Spo10793																																																							
Spo10794																																																							
Spo10796																																																							
Spo10797																																																							
Spo10798																																																							
Spo10799																																																							
Spo10800																																																							
Spo10803																																																							
Spo10804																																																							
Spo10806																																																							
Spo10807																																																							
Spo10808																																																							
Spo10809																																																							
Spo10810																																																							
Spo10811																																																							
Spo10812																																																							
Spo10813																																																							
Spo10814																																																							
Spo10815																																																							
Spo10816																																																							
Spo10818																																																							
Spo10819																																																							
Spo10820																																																							
Spo10821																																																							
Spo10822																																																							
Spo10824																																																							
Spo10825																																																							
Spo10826																																																							
Spo10827																																																							
Spo10828																																																							
Spo10829																																																							
Spo10830																																																							
Spo10831																																																							
Spo10832																																																							
Spo10833																																																							
Spo10834																																																							
Spo10836																																																							
Spo10838																																																							
Spo10840																																																							
Spo10841																																																							
Spo10842																																																							
Spo10843																																																							
Spo10844																																																							
Spo10845																																																							
Spo10846																																																							
Spo10847																																																							
Spo10848																																																							
Spo10850																																																							
Spo10851																																																							
Spo10852																																																							
Spo10853																																																							
Spo10854																																																							
Spo10855																																																							
Spo10856																																																							
Spo10857																																																							
Spo10858																																																							
Spo10859																																																							
Spo10860																																																							
Spo10861																																																							
Spo10862																																																							
Spo10864																																																							
Spo10865																																																							
Spo10866																																																							
Spo10867																																																							
Spo10868																																																							
Spo10869																																																							
Spo10870																																																							
Spo10871																																																							
Spo10873																																																							
Spo10874																																																							
Spo10876																																																							
Spo10877																																																							
Spo10878																																																							
Spo10879																																																							
Spo10880																																																							
Spo10881																																																							
Spo10882																																																							
Spo10883																																																							
Spo10884																																																							
Spo10888																																																							
Spo10889																																																							
Spo10890																																																							
Spo10891																																																							
Spo10892																																																							
Spo10893																																																							
Spo10894																																																							
Spo10895																																																							
Spo10896																																																							
Spo10898																																																							
Spo10900																																																							
Spo10901																																																							
Spo10902																																																							
Spo10903																																																							
Spo10904																																																							
Spo10905																																																							
Spo10906																																																							
Spo10907																																																							
Spo10908																																																							
Spo10909																																																							
Spo10910																																																							
Spo10911																																																							
Spo10912																																																							
Spo10913																																																							
Spo10914																																																							
Spo10915																																																							
Spo10917																																																							
Spo10918																																																							
Spo10919																																																							
Spo10921																																																							
Spo10922																																																							
Spo10923																																																							
Spo10924																																																							
Spo10925																																																							
Spo10926																																																							
Spo10928																																																							
Spo10929																																																							
Spo10930																																																							
Spo10931																																																							
Spo10933																																																							
Spo10934																																																							
Spo10935																																																							
Spo10936																																																							
Spo10937																																																							
Spo10938																																																							
Spo10939																																																							
Spo10940																																																							
Spo10941																																																							
Spo10942																																																							
Spo10943																																																							
Spo10944																																																							
Spo10945																																																							
Spo10946																																																							
Spo10947																																																							
Spo10948																																																							
Spo10949																																																							
Spo10951																																																							
Spo10952																																																							
Spo10954																																																							
Spo10955																																																							
Spo10957																																																							
Spo10958																																																							
Spo10959																																																							
Spo10960																																																							
Spo10962																																																							
Spo10964																																																							
Spo10965																																																							
Spo10966																																																							
Spo10967																																																							
Spo10968																																																							
Spo10969																																																							
Spo10970																																																							
Spo10971																																																							
Spo10972																																																							
Spo10973																																																							
Spo10974																																																							
Spo10976																																																							
Spo10980																																																							
Spo10983																																																							
Spo10984																																																							
Spo10985																																																							
Spo10986																																																							
Spo10988																																																							
Spo10989																																																							
Spo10990																																																							
Spo10991																																																							
Spo10992																																																							
Spo10993																																																							
Spo10994																																																							
Spo10996																																																							
Spo10997																																																							
Spo10998																																																							
Spo11000																																																							
Spo11001																																																							
Spo11002																																																							
Spo11003																																																							
Spo11004																																																							
Spo11005																																																							
Spo11006																																																							
Spo11007																																																							
Spo11008																																																							
Spo11009																																																							
Spo11010																																																							
Spo11011																																																							
Spo11013																																																							
Spo11014																																																							
Spo11015																																																							
Spo11016																																																							
Spo11017																																																							
Spo11018																																																							
Spo11019																																																							
Spo11020																																																							
Spo11021																																																							
Spo11023																																																							
Spo11024																																																							
Spo11026																																																							
Spo11027																																																							
Spo11028																																																							
Spo11029																																																							
Spo11030																																																							
Spo11031																																																							
Spo11032																																																							
Spo11033																																																							
Spo11034																																																							
Spo11035																																																							
Spo11036																																																							
Spo11037																																																							
Spo11038																																																							
Spo11039																																																							
Spo11042																																																							
Spo11043																																																							
Spo11044																																																							
Spo11045																																																							
Spo11047																																																							
Spo11048																																																							
Spo11049																																																							
Spo11051																																																							
Spo11053																																																							
Spo11054																																																							
Spo11055																																																							
Spo11056																																																							
Spo11057																																																							
Spo11058																																																							
Spo11059																																																							
Spo11060																																																							
Spo11061																																																							
Spo11062																																																							
Spo11063																																																							
Spo11066																																																							
Spo11067																																																							
Spo11068																																																							
Spo11069																																																							
Spo11071																																																							
Spo11072																																																							
Spo11073																																																							
Spo11074																																																							
Spo11075																																																							
Spo11076																																																							
Spo11077																																																							
Spo11079																																																							
Spo11080																																																							
Spo11081																																																							
Spo11083																																																							
Spo11085																																																							
Spo11086																																																							
Spo11087																																																							
Spo11088																																																							
Spo11089																																																							
Spo11091																																																							
Spo11093																																																							
Spo11094																																																							
Spo11095																																																							
Spo11096																																																							
Spo11097																																																							
Spo11098																																																							
Spo11099																																																							
Spo11100																																																							
Spo11101																																																							
Spo11102																																																							
Spo11103																																																							
Spo11104																																																							
Spo11105																																																							
Spo11106																																																							
Spo11107																																																							
Spo11108																																																							
Spo11109																																																							
Spo11110																																																							
Spo11111																																																							
Spo11112																																																							
Spo11113																																																							
Spo11114																																																							
Spo11115																																																							
Spo11116																																																							
Spo11120																																																							
Spo11121																																																							
Spo11122																																																							
Spo11123																																																							
Spo11124																																																							
Spo11125																																																							
Spo11126																																																							
Spo11127																																																							
Spo11128																																																							
Spo11129																																																							
Spo11130																																																							
Spo11131																																																							
Spo11132																																																							
Spo11133																																																							
Spo11134																																																							
Spo11135																																																							
Spo11137																																																							
Spo11138																																																							
Spo11139																																																							
Spo11140																																																							
Spo11141																																																							
Spo11145																																																							
Spo11146																																																							
Spo11147																																																							
Spo11148																																																							
Spo11149																																																							
Spo11150																																																							
Spo11151																																																							
Spo11152																																																							
Spo11153																																																							
Spo11154																																																							
Spo11155																																																							
Spo11156																																																							
Spo11157																																																							
Spo11158																																																							
Spo11159																																																							
Spo11160																																																							
Spo11163																																																							
Spo11165																																																							
Spo11168																																																							
Spo11169																																																							
Spo11170																																																							
Spo11171																																																							
Spo11174																																																							
Spo11175																																																							
Spo11176																																																							
Spo11179																																																							
Spo11180																																																							
Spo11181																																																							
Spo11182																																																							
Spo11183																																																							
Spo11186																																																							
Spo11187																																																							
Spo11189																																																							
Spo11190																																																							
Spo11191																																																							
Spo11192																																																							
Spo11193																																																							
Spo11195																																																							
Spo11196																																																							
Spo11197																																																							
Spo11198																																																							
Spo11199																																																							
Spo11200																																																							
Spo11202																																																							
Spo11203																																																							
Spo11204																																																							
Spo11205																																																							
Spo11208																																																							
Spo11209																																																							
Spo11210																																																							
Spo11211																																																							
Spo11212																																																							
Spo11213																																																							
Spo11214																																																							
Spo11215																																																							
Spo11217																																																							
Spo11218																																																							
Spo11219																																																							
Spo11220																																																							
Spo11222																																																							
Spo11223																																																							
Spo11224																																																							
Spo11225																																																							
Spo11226																																																							
Spo11227																																																							
Spo11228																																																							
Spo11229																																																							
Spo11230																																																							
Spo11231																																																							
Spo11232																																																							
Spo11233																																																							
Spo11234																																																							
Spo11236																																																							
Spo11237																																																							
Spo11239																																																							
Spo11240																																																							
Spo11242																																																							
Spo11243																																																							
Spo11244																																																							
Spo11245																																																							
Spo11247																																																							
Spo11248																																																							
Spo11249																																																							
Spo11250																																																							
Spo11251																																																							
Spo11252																																																							
Spo11253																																																							
Spo11255																																																							
Spo11256																																																							
Spo11257																																																							
Spo11258																																																							
Spo11259																																																							
Spo11260																																																							
Spo11261																																																							
Spo11262																																																							
Spo11263																																																							
Spo11264																																																							
Spo11265																																																							
Spo11266																																																							
Spo11267																																																							
Spo11269																																																							
Spo11270																																																							
Spo11271																																																							
Spo11273																																																							
Spo11274																																																							
Spo11275																																																							
Spo11276																																																							
Spo11277																																																							
Spo11278																																																							
Spo11279																																																							
Spo11280																																																							
Spo11281																																																							
Spo11282																																																							
Spo11283																																																							
Spo11284																																																							
Spo11285																																																							
Spo11287																																																							
Spo11288																																																							
Spo11289																																																							
Spo11290																																																							
Spo11291																																																							
Spo11292																																																							
Spo11293																																																							
Spo11294																																																							
Spo11295																																																							
Spo11296																																																							
Spo11297																																																							
Spo11299																																																							
Spo11300																																																							
Spo11301																																																							
Spo11302																																																							
Spo11303																																																							
Spo11304																																																							
Spo11305																																																							
Spo11307																																																							
Spo11308																																																							
Spo11310																																																							
Spo11311																																																							
Spo11312																																																							
Spo11313																																																							
Spo11314																																																							
Spo11315																																																							
Spo11316																																																							
Spo11317																																																							
Spo11318																																																							
Spo11319																																																							
Spo11320																																																							
Spo11322																																																							
Spo11323																																																							
Spo11324																																																							
Spo11325																																																							
Spo11326																																																							
Spo11327																																																							
Spo11328																																																							
Spo11329																																																							
Spo11330																																																							
Spo11331																																																							
Spo11332																																																							
Spo11333																																																							
Spo11334																																																							
Spo11335																																																							
Spo11336																																																							
Spo11337																																																							
Spo11338																																																							
Spo11339																																																							
Spo11340																																																							
Spo11342																																																							
Spo11343																																																							
Spo11344																																																							
Spo11345																																																							
Spo11347																																																							
Spo11348																																																							
Spo11349																																																							
Spo11350																																																							
Spo11351																																																							
Spo11352																																																							
Spo11353																																																							
Spo11354																																																							
Spo11355																																																							
Spo11356																																																							
Spo11357																																																							
Spo11358																																																							
Spo11359																																																							
Spo11361																																																							
Spo11363																																																							
Spo11364																																																							
Spo11367																																																							
Spo11368																																																							
Spo11370																																																							
Spo11371																																																							
Spo11372																																																							
Spo11373																																																							
Spo11375																																																							
Spo11376																																																							
Spo11377																																																							
Spo11378																																																							
Spo11380																																																							
