Not-organelle-targeted	Organelle-targeted	Organelle-targeted_Interacting	Organelle-targeted_Non-interacting	Enzyme_Complexes	Mitochondria-targeted	Plastid-targeted	Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	Mitochondria_Enzyme_Complexes	Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	Plastid_Enzyme_Complexes	mt-DNA_RRR	mt-Mito_TAT	mt-Mitoribosome	mt-Mitoribosome;Large_Subunit	mt-Mitoribosome;Small_Subunit	mt-OXPHOS	mt-OXPHOS;Complex_I	mt-OXPHOS;Complex_III	mt-OXPHOS;Complex_IV	mt-OXPHOS;Complex_V	mt-PPR	mt-Transcription_and_Transcript_Maturation	mt-Transcription_and_Transcript_Maturation;Intron_Splicing	mt-Transcription_and_Transcript_Maturation;RNA_Polymerase	mt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	mt-Transcription_and_Transcript_Maturation;mTERF	mt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	mt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	mt-tRNA_Aminoacylation	pt-ACCase	pt-CLP	pt-Chlororibosome	pt-Chlororibosome;Large_Subunit	pt-Chlororibosome;Small_Subunit	pt-DNA_RRR	pt-PPR	pt-Photosynthesis	pt-Photosynthesis;ATP_Synthase	pt-Photosynthesis;Cytochrome_b6f	pt-Photosynthesis;NDH	pt-Photosynthesis;PSI	pt-Photosynthesis;PSII	pt-Photosynthesis;Rubisco	pt-Transcription_and_Transcript_Maturation	pt-Transcription_and_Transcript_Maturation;Intron_Splicing	pt-Transcription_and_Transcript_Maturation;RNA_Polymerase	pt-Transcription_and_Transcript_Maturation;Sigma_Factor	pt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	pt-Transcription_and_Transcript_Maturation;mTERF	pt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	pt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	pt-tRNA_Aminoacylation
Cara_C_LOC113724058_rna11536																																																							
Cara_C_LOC113740301_rna30549																																																							
Cara_C_LOC113739143_rna30136																																																							
Cara_C_LOC113739306_rna30580																																																							
Cara_C_LOC113699854_rna52261																																																							
Cara_C_LOC113739142_rna29657																																																							
Cara_C_LOC113716737_rna74454																																																							
Cara_C_LOC113716736_rna74871																																																							
Cara_C_LOC113716735_rna74872																																																							
Cara_C_LOC113716734_rna74874																																																							
Cara_C_LOC113739141_rna30113																																																							
Cara_C_LOC113716730_rna74253																																																							
Cara_C_LOC113707462_rna61896																																																							
Cara_C_LOC113728529_rna1973																																																							
Cara_C_LOC113714497_rna69676																																																							
Cara_C_LOC113692422_rna40918																																																							
Cara_C_LOC113707464_rna61905																																																							
Cara_C_LOC113739301_rna30555																																																							
Cara_C_LOC113699855_rna52262																																																							
Cara_C_LOC113739145_rna30138																																																							
Cara_C_LOC113698515_rna344																																																							
Cara_C_LOC113698750_rna51264																																																							
Cara_C_LOC113705726_rna59813																																																							
Cara_C_LOC113716070_rna73136																																																							
Cara_C_LOC113729463_rna2097																																																							
Cara_C_LOC113706978_rna60185																																																							
Cara_C_LOC113706979_rna59095																																																							
Cara_C_LOC113727627_rna13488																																																							
Cara_C_LOC113727626_rna13487																																																							
Cara_C_LOC113706974_rna61830																																																							
Cara_C_LOC113727628_rna13489																																																							
Cara_C_LOC113706976_rna61935																																																							
Cara_C_LOC113738529_rna29675																																																							
Cara_C_LOC113706971_rna61361																																																							
Cara_C_LOC113717077_rna72196																																																							
Cara_C_LOC113690530_rna39719																																																							
Cara_C_LOC113717356_rna73871																																																							
Cara_C_LOC113721484_rna9099																																																							
Cara_C_LOC113738481_rna29334																																																							
Cara_C_LOC113738483_rna30809																																																							
Cara_C_LOC113738482_rna28843																																																							
Cara_C_LOC113690538_rna39733																																																							
Cara_C_LOC113695019_rna274																																																							
Cara_C_LOC113692413_rna44212																																																							
Cara_C_LOC113716459_rna73104																																																							
Cara_C_LOC113738489_rna881																																																							
Cara_C_LOC113738488_rna29098																																																							
Cara_C_LOC113690465_rna39262																																																							
Cara_C_LOC113734041_rna24458																																																							
Cara_C_LOC113691472_rna43984																																																							
Cara_C_LOC113716160_rna73408																																																							
Cara_C_LOC113692424_rna43501																																																							
Cara_C_LOC113728072_rna14330																																																							
Cara_C_LOC113736790_rna541																																																							
Cara_C_LOC113743533_rna3092																																																							
Cara_C_LOC113727056_rna12034																																																							
Cara_C_LOC113699531_rna50938																																																							
Cara_C_LOC113727057_rna12035																																																							
Cara_C_LOC113693944_rna40438																																																							
Cara_C_LOC113734040_rna22376																																																							
Cara_C_LOC113693946_rna40647																																																							
Cara_C_LOC113693947_rna42146																																																							
Cara_C_LOC113735420_rna23085																																																							
Cara_C_LOC113698052_rna50453																																																							
Cara_C_LOC113698051_rna50828																																																							
Cara_C_LOC113698050_rna51220																																																							
Cara_C_LOC113698057_rna52060																																																							
Cara_C_LOC113698056_rna49557																																																							
Cara_C_LOC113735426_rna23090																																																							
Cara_C_LOC113735427_rna23091																																																							
Cara_C_LOC113692425_rna41456																																																							
Cara_C_LOC113694280_rna41497																																																							
Cara_C_LOC113724511_rna13119																																																							
Cara_C_LOC113727721_rna13667																																																							
Cara_C_LOC113724167_rna8443																																																							
Cara_C_LOC113727050_rna12025																																																							
Cara_C_LOC113692520_rna42233																																																							
Cara_C_LOC113714078_rna71082																																																							
Cara_C_LOC113727051_rna12026																																																							
Cara_C_LOC113720826_rna7884																																																							
Cara_C_LOC113739689_rna28668																																																							
Cara_C_LOC113698284_rna51169																																																							
Cara_C_LOC113731506_rna2472																																																							
Cara_C_LOC113739775_rna1093																																																							
Cara_C_LOC113739680_rna28645																																																							
Cara_C_LOC113739681_rna28644																																																							
Cara_C_LOC113739683_rna28651																																																							
Cara_C_LOC113739684_rna28660																																																							
Cara_C_LOC113739685_rna1076																																																							
Cara_C_LOC113739686_rna28654																																																							
Cara_C_LOC113739687_rna28650																																																							
Cara_C_LOC113727085_rna12090																																																							
Cara_C_LOC113727086_rna12093																																																							
Cara_C_LOC113690201_rna38889																																																							
Cara_C_LOC113727080_rna1753																																																							
Cara_C_LOC113727083_rna12086																																																							
Cara_C_LOC113727082_rna12082																																																							
Cara_C_LOC113741800_rna1606																																																							
Cara_C_LOC113727088_rna12097																																																							
Cara_C_LOC113738816_rna29151																																																							
Cara_C_LOC113738817_rna30725																																																							
Cara_C_LOC113690142_rna138																																																							
Cara_C_LOC113738812_rna30390																																																							
Cara_C_LOC113738810_rna29335																																																							
Cara_C_LOC113738811_rna30162																																																							
Cara_C_LOC113690148_rna39818																																																							
Cara_C_LOC113714597_rna70998																																																							
Cara_C_LOC113738818_rna29024																																																							
Cara_C_LOC113738819_rna28928																																																							
Cara_C_LOC113726972_rna11831																																																							
Cara_C_LOC113726973_rna11833																																																							
Cara_C_LOC113726970_rna11829																																																							
Cara_C_LOC113726971_rna11830																																																							
Cara_C_LOC113726977_rna11846																																																							
Cara_C_LOC113726974_rna11836																																																							
Cara_C_LOC113726975_rna1732																																																							
Cara_C_LOC113726978_rna11847																																																							
Cara_C_LOC113726979_rna11848																																																							
Cara_C_LOC113689328_rna38025																																																							
Cara_C_LOC113694287_rna44152																																																							
Cara_C_LOC113727795_rna13809																																																							
Cara_C_LOC113727301_rna12644																																																							
Cara_C_LOC113705768_rna59974																																																							
Cara_C_LOC113691912_rna42463																																																							
Cara_C_LOC113707084_rna59458																																																							
Cara_C_LOC113691473_rna42596																																																							
Cara_C_LOC113714609_rna70133																																																							
Cara_C_LOC113689422_rna38239																																																							
Cara_C_LOC113689423_rna38241																																																							
Cara_C_LOC113689424_rna38242																																																							
Cara_C_LOC113689425_rna38243																																																							
Cara_C_LOC113689427_rna38244																																																							
Cara_C_LOC113708541_rna62779																																																							
Cara_C_LOC113714602_rna71942																																																							
Cara_C_LOC113714605_rna71947																																																							
Cara_C_LOC113697767_rna49506																																																							
Cara_C_LOC113714607_rna71207																																																							
Cara_C_LOC113714606_rna70549																																																							
Cara_C_LOC113707383_rna59814																																																							
Cara_C_LOC113705406_rna60787																																																							
Cara_C_LOC113716245_rna74293																																																							
Cara_C_LOC113697962_rna49276																																																							
Cara_C_LOC113691811_rna40598																																																							
Cara_C_LOC113691813_rna40601																																																							
Cara_C_LOC113717039_rna72099																																																							
Cara_C_LOC113691818_rna43812																																																							
Cara_C_LOC113737355_rna708																																																							
Cara_C_LOC113734430_rna23236																																																							
Cara_C_LOC113700118_rna50732																																																							
Cara_C_LOC113700119_rna50731																																																							
Cara_C_LOC113739985_rna28754																																																							
Cara_C_LOC113733394_rna2821																																																							
Cara_C_LOC113700110_rna49749																																																							
Cara_C_LOC113700112_rna49825																																																							
Cara_C_LOC113705473_rna60487																																																							
Cara_C_LOC113739772_rna29038																																																							
Cara_C_LOC113705475_rna61289																																																							
Cara_C_LOC113700116_rna50766																																																							
Cara_C_LOC113700117_rna51023																																																							
Cara_C_LOC113726280_rna10587																																																							
Cara_C_LOC113726281_rna10589																																																							
Cara_C_LOC113726282_rna10590																																																							
Cara_C_LOC113726284_rna10594																																																							
Cara_C_LOC113726285_rna10595																																																							
Cara_C_LOC113726286_rna1696																																																							
Cara_C_LOC113726287_rna10598																																																							
Cara_C_LOC113726288_rna1628																																																							
Cara_C_LOC113734431_rna23237																																																							
Cara_C_LOC113713495_rna69828																																																							
Cara_C_LOC113725959_rna9943																																																							
Cara_C_LOC113725958_rna9941																																																							
Cara_C_LOC113707768_rna63476																																																							
Cara_C_LOC113707769_rna63568																																																							
Cara_C_LOC113725955_rna1582																																																							
Cara_C_LOC113707767_rna62113																																																							
Cara_C_LOC113707764_rna62195																																																							
Cara_C_LOC113725956_rna9940																																																							
Cara_C_LOC113707762_rna62695																																																							
Cara_C_LOC113725950_rna9924																																																							
Cara_C_LOC113707760_rna62475																																																							
Cara_C_LOC113725952_rna9930																																																							
Cara_C_LOC113691725_rna42891																																																							
Cara_C_LOC113717082_rna72204																																																							
Cara_C_LOC113727889_rna13998																																																							
Cara_C_LOC113727888_rna13997																																																							
Cara_C_LOC113727884_rna1881																																																							
Cara_C_LOC113727887_rna13988																																																							
Cara_C_LOC113727886_rna13986																																																							
Cara_C_LOC113727880_rna13975																																																							
Cara_C_LOC113727883_rna13980																																																							
Cara_C_LOC113727882_rna13979																																																							
Cara_C_LOC113716174_rna73452																																																							
Cara_C_LOC113705695_rna59723																																																							
Cara_C_LOC113705696_rna59731																																																							
Cara_C_LOC113690850_rna37706																																																							
Cara_C_LOC113705690_rna61170																																																							
Cara_C_LOC113726029_rna1591																																																							
Cara_C_LOC113690854_rna39243																																																							
Cara_C_LOC113726757_rna11466																																																							
Cara_C_LOC113726754_rna11464																																																							
Cara_C_LOC113726752_rna11461																																																							
Cara_C_LOC113726021_rna10028																																																							
Cara_C_LOC113726750_rna11460																																																							
Cara_C_LOC113726751_rna11463																																																							
Cara_C_LOC113727790_rna1975																																																							
Cara_C_LOC113698522_rna50348																																																							
Cara_C_LOC113734433_rna23249																																																							
Cara_C_LOC113733216_rna145																																																							
Cara_C_LOC113733210_rna2785																																																							
Cara_C_LOC113722459_rna10715																																																							
Cara_C_LOC113715559_rna73471																																																							
Cara_C_LOC113725881_rna9782																																																							
Cara_C_LOC113725483_rna9035																																																							
Cara_C_LOC113725482_rna9027																																																							
Cara_C_LOC113725481_rna9028																																																							
Cara_C_LOC113715551_rna73287																																																							
Cara_C_LOC113725487_rna9026																																																							
Cara_C_LOC113715557_rna72966																																																							
Cara_C_LOC113725485_rna9034																																																							
Cara_C_LOC113713872_rna70403																																																							
Cara_C_LOC113715408_rna72180																																																							
Cara_C_LOC113713207_rna71536																																																							
Cara_C_LOC113708349_rna63628																																																							
Cara_C_LOC113708348_rna63627																																																							
Cara_C_LOC113690462_rna39261																																																							
Cara_C_LOC113708345_rna63625																																																							
Cara_C_LOC113708344_rna63624																																																							
Cara_C_LOC113708347_rna63626																																																							
Cara_C_LOC113707722_rna62197																																																							
Cara_C_LOC113708341_rna63593																																																							
Cara_C_LOC113708340_rna63591																																																							
Cara_C_LOC113708342_rna63594																																																							
Cara_C_LOC113698267_rna50783																																																							
Cara_C_LOC113714522_rna69323																																																							
Cara_C_LOC113741323_rna1457																																																							
Cara_C_LOC113693344_rna43981																																																							
Cara_C_LOC113716922_rna74660																																																							
Cara_C_LOC113716923_rna72140																																																							
Cara_C_LOC113716926_rna74837																																																							
Cara_C_LOC113716927_rna74838																																																							
Cara_C_LOC113716924_rna72136																																																							
Cara_C_LOC113688813_rna38917																																																							
Cara_C_LOC113713491_rna71521																																																							
Cara_C_LOC113707723_rna63967																																																							
Cara_C_LOC113725888_rna9804																																																							
Cara_C_LOC113736097_rna23643																																																							
Cara_C_LOC113699959_rna51926																																																							
Cara_C_LOC113699955_rna48849																																																							
Cara_C_LOC113699954_rna48999																																																							
Cara_C_LOC113692473_rna42560																																																							
Cara_C_LOC113699951_rna50836																																																							
Cara_C_LOC113693345_rna43987																																																							
Cara_C_LOC113699953_rna49004																																																							
Cara_C_LOC113699952_rna50839																																																							
Cara_C_LOC113708129_rna62884																																																							
Cara_C_LOC113707834_rna63251																																																							
Cara_C_LOC113707835_rna63728																																																							
Cara_C_LOC113707832_rna62237																																																							
Cara_C_LOC113707833_rna62436																																																							
Cara_C_LOC113738746_rna28838																																																							
Cara_C_LOC113706417_rna60363																																																							
Cara_C_LOC113706416_rna59561																																																							
Cara_C_LOC113708123_rna62870																																																							
Cara_C_LOC113706414_rna59952																																																							
Cara_C_LOC113708125_rna62877																																																							
Cara_C_LOC113708124_rna62876																																																							
Cara_C_LOC113707838_rna62285																																																							
Cara_C_LOC113708126_rna62879																																																							
Cara_C_LOC113690708_rna39305																																																							
Cara_C_LOC113723877_rna9802																																																							
Cara_C_LOC113690702_rna37216																																																							
Cara_C_LOC113690701_rna37214																																																							
Cara_C_LOC113706678_rna59907																																																							
Cara_C_LOC113690707_rna38466																																																							
Cara_C_LOC113690706_rna38467																																																							
Cara_C_LOC113691129_rna39398																																																							
Cara_C_LOC113716105_rna73237																																																							
Cara_C_LOC113734437_rna23256																																																							
Cara_C_LOC113715169_rna72058																																																							
Cara_C_LOC113693600_rna41120																																																							
Cara_C_LOC113713493_rna71934																																																							
Cara_C_LOC113707721_rna64008																																																							
Cara_C_LOC113725229_rna8572																																																							
Cara_C_LOC113725228_rna8570																																																							
Cara_C_LOC113740362_rna30704																																																							
Cara_C_LOC113740361_rna30707																																																							
Cara_C_LOC113740360_rna30700																																																							
Cara_C_LOC113692565_rna40988																																																							
Cara_C_LOC113740366_rna1256																																																							
Cara_C_LOC113725221_rna8557																																																							
Cara_C_LOC113692566_rna41350																																																							
Cara_C_LOC113693179_rna43349																																																							
Cara_C_LOC113734079_rna22457																																																							
Cara_C_LOC113699488_rna50566																																																							
Cara_C_LOC113718461_rna914																																																							
Cara_C_LOC113693170_rna43317																																																							
Cara_C_LOC113699481_rna50459																																																							
Cara_C_LOC113699480_rna50458																																																							
Cara_C_LOC113699487_rna50565																																																							
Cara_C_LOC113734075_rna23119																																																							
Cara_C_LOC113734076_rna22445																																																							
Cara_C_LOC113693176_rna43346																																																							
Cara_C_LOC113724286_rna12434																																																							
Cara_C_LOC113724287_rna12436																																																							
Cara_C_LOC113724284_rna12432																																																							
Cara_C_LOC113724285_rna12433																																																							
Cara_C_LOC113724282_rna12431																																																							
Cara_C_LOC113706671_rna61058																																																							
Cara_C_LOC113724280_rna12407																																																							
Cara_C_LOC113724281_rna12410																																																							
Cara_C_LOC113690162_rna38397																																																							
Cara_C_LOC113734163_rna22605																																																							
Cara_C_LOC113724288_rna12444																																																							
Cara_C_LOC113724289_rna12446																																																							
Cara_C_LOC113738566_rna30670																																																							
Cara_C_LOC113738567_rna30728																																																							
Cara_C_LOC113738564_rna28614																																																							
Cara_C_LOC113692995_rna42379																																																							
Cara_C_LOC113693608_rna41240																																																							
Cara_C_LOC113738560_rna28942																																																							
Cara_C_LOC113699666_rna51573																																																							
Cara_C_LOC113738568_rna30494																																																							
Cara_C_LOC113716430_rna72333																																																							
Cara_C_LOC113690514_rna39689																																																							
Cara_C_LOC113723872_rna9772																																																							
Cara_C_LOC113734290_rna22905																																																							
Cara_C_LOC113734291_rna22907																																																							
Cara_C_LOC113714532_rna70067																																																							
Cara_C_LOC113716434_rna74356																																																							
Cara_C_LOC113734298_rna22917																																																							
Cara_C_LOC113716061_rna73115																																																							
Cara_C_LOC113698538_rna49222																																																							
Cara_C_LOC113693026_rna42618																																																							
Cara_C_LOC113713868_rna70376																																																							
Cara_C_LOC113716436_rna73429																																																							
Cara_C_LOC113741585_rna1512																																																							
Cara_C_LOC113713866_rna70371																																																							
Cara_C_LOC113713867_rna70372																																																							
Cara_C_LOC113714380_rna71739																																																							
Cara_C_LOC113713862_rna70328																																																							
Cara_C_LOC113714383_rna69651																																																							
Cara_C_LOC113707173_rna60321																																																							
Cara_C_LOC113708168_rna63045																																																							
Cara_C_LOC113689497_rna38540																																																							
Cara_C_LOC113739227_rna989																																																							
Cara_C_LOC113728213_rna14582																																																							
Cara_C_LOC113740985_rna1379																																																							
Cara_C_LOC113707394_rna60627																																																							
Cara_C_LOC113691027_rna39577																																																							
Cara_C_LOC113706504_rna60637																																																							
Cara_C_LOC113689499_rna38543																																																							
Cara_C_LOC113707170_rna60961																																																							
Cara_C_LOC113724404_rna1235																																																							
Cara_C_LOC113741097_rna1393																																																							
Cara_C_LOC113699228_rna52281																																																							
Cara_C_LOC113699227_rna52039																																																							
Cara_C_LOC113699226_rna49527																																																							
Cara_C_LOC113699225_rna49524																																																							
Cara_C_LOC113699224_rna52301																																																							
Cara_C_LOC113699223_rna49913																																																							
Cara_C_LOC113699222_rna50575																																																							
Cara_C_LOC113699220_rna49334																																																							
Cara_C_LOC113707160_rna61683																																																							
Cara_C_LOC113707161_rna61708																																																							
Cara_C_LOC113691038_rna39321																																																							
Cara_C_LOC113707163_rna61704																																																							
Cara_C_LOC113707164_rna61958																																																							
Cara_C_LOC113691023_rna39303																																																							
Cara_C_LOC113707166_rna61592																																																							
Cara_C_LOC113707168_rna60609																																																							
Cara_C_LOC113691033_rna38987																																																							
Cara_C_LOC113691030_rna37522																																																							
Cara_C_LOC113691022_rna39353																																																							
Cara_C_LOC113691036_rna37242																																																							
Cara_C_LOC113691037_rna39569																																																							
Cara_C_LOC113691034_rna39790																																																							
Cara_C_LOC113691035_rna39791																																																							
Cara_C_LOC113705993_rna60521																																																							
Cara_C_LOC113705992_rna60520																																																							
Cara_C_LOC113705991_rna60519																																																							
Cara_C_LOC113739339_rna30691																																																							
Cara_C_LOC113713686_rna69970																																																							
Cara_C_LOC113705995_rna60533																																																							
Cara_C_LOC113705994_rna60529																																																							
Cara_C_LOC113735213_rna25125																																																							
Cara_C_LOC113708437_rna63861																																																							
Cara_C_LOC113705999_rna60543																																																							
Cara_C_LOC113735217_rna25136																																																							
Cara_C_LOC113735215_rna25127																																																							
Cara_C_LOC113698289_rna50493																																																							
Cara_C_LOC113715835_rna72374																																																							
Cara_C_LOC113713403_rna70600																																																							
Cara_C_LOC113715837_rna72381																																																							
Cara_C_LOC113713401_rna70216																																																							
Cara_C_LOC113715831_rna72364																																																							
Cara_C_LOC113715830_rna72359																																																							
Cara_C_LOC113697885_rna51888																																																							
Cara_C_LOC113713408_rna71497																																																							
Cara_C_LOC113713409_rna69741																																																							
Cara_C_LOC113715839_rna72397																																																							
Cara_C_LOC113715838_rna72385																																																							
Cara_C_LOC113690165_rna39772																																																							
Cara_C_LOC113697884_rna51298																																																							
Cara_C_LOC113694282_rna44387																																																							
Cara_C_LOC113739216_rna30342																																																							
Cara_C_LOC113739215_rna30340																																																							
Cara_C_LOC113707228_rna60978																																																							
Cara_C_LOC113739741_rna28893																																																							
Cara_C_LOC113739740_rna28892																																																							
Cara_C_LOC113694284_rna44541																																																							
Cara_C_LOC113694285_rna40785																																																							
Cara_C_LOC113734922_rna23081																																																							
Cara_C_LOC113694288_rna42880																																																							
Cara_C_LOC113694289_rna41236																																																							
Cara_C_LOC113734926_rna24354																																																							
Cara_C_LOC113707226_rna61352																																																							
Cara_C_LOC113734924_rna24350																																																							
Cara_C_LOC113734925_rna24351																																																							
Cara_C_LOC113720848_rna8019																																																							
Cara_C_LOC113706888_rna61207																																																							
Cara_C_LOC113708834_rna62212																																																							
Cara_C_LOC113708438_rna63862																																																							
Cara_C_LOC113691979_rna42080																																																							
Cara_C_LOC113693022_rna42567																																																							
Cara_C_LOC113691978_rna42077																																																							
Cara_C_LOC113735888_rna24623																																																							
Cara_C_LOC113705733_rna59857																																																							
Cara_C_LOC113730595_rna2307																																																							
Cara_C_LOC113735889_rna24626																																																							
Cara_C_LOC113713361_rna70777																																																							
Cara_C_LOC113692307_rna40977																																																							
Cara_C_LOC113689670_rna40174																																																							
Cara_C_LOC113700221_rna52276																																																							
Cara_C_LOC113689673_rna40044																																																							
Cara_C_LOC113735223_rna25148																																																							
Cara_C_LOC113714212_rna71675																																																							
Cara_C_LOC113736290_rna350																																																							
Cara_C_LOC113735220_rna25137																																																							
Cara_C_LOC113732892_rna2711																																																							
Cara_C_LOC113693318_rna43931																																																							
Cara_C_LOC113693809_rna41340																																																							
Cara_C_LOC113739660_rna28517																																																							
Cara_C_LOC113735221_rna3128																																																							
Cara_C_LOC113714210_rna71672																																																							
Cara_C_LOC113705736_rna59861																																																							
Cara_C_LOC113735882_rna24615																																																							
Cara_C_LOC113714211_rna71673																																																							
Cara_C_LOC113735883_rna3240																																																							
Cara_C_LOC113714216_rna71698																																																							
Cara_C_LOC113735880_rna24613																																																							
Cara_C_LOC113713937_rna70727																																																							
Cara_C_LOC113717094_rna72244																																																							
Cara_C_LOC113717097_rna72246																																																							
Cara_C_LOC113717096_rna72245																																																							
Cara_C_LOC113717091_rna72240																																																							
Cara_C_LOC113717090_rna73191																																																							
Cara_C_LOC113717093_rna72243																																																							
Cara_C_LOC113693882_rna40242																																																							
Cara_C_LOC113735886_rna24618																																																							
Cara_C_LOC113717099_rna72248																																																							
Cara_C_LOC113717098_rna72247																																																							
Cara_C_LOC113727168_rna12284																																																							
Cara_C_LOC113735887_rna24620																																																							
Cara_C_LOC113689219_rna37751																																																							
Cara_C_LOC113689218_rna37750																																																							
Cara_C_LOC113735228_rna3133																																																							
Cara_C_LOC113689213_rna37747																																																							
Cara_C_LOC113689212_rna37746																																																							
Cara_C_LOC113689211_rna37745																																																							
Cara_C_LOC113689210_rna37744																																																							
Cara_C_LOC113689216_rna37749																																																							
Cara_C_LOC113689215_rna37748																																																							
Cara_C_LOC113693966_rna40333																																																							
Cara_C_LOC113715769_rna74204																																																							
Cara_C_LOC113715768_rna72973																																																							
Cara_C_LOC113698078_rna51556																																																							
Cara_C_LOC113715765_rna73401																																																							
Cara_C_LOC113740564_rna1284																																																							
Cara_C_LOC113715766_rna74124																																																							
Cara_C_LOC113715761_rna72648																																																							
Cara_C_LOC113717394_rna74491																																																							
Cara_C_LOC113715763_rna73598																																																							
Cara_C_LOC113693314_rna43898																																																							
Cara_C_LOC113688928_rna38734																																																							
Cara_C_LOC113717395_rna74492																																																							
Cara_C_LOC113688922_rna37992																																																							
Cara_C_LOC113735158_rna3122																																																							
Cara_C_LOC113705286_rna60509																																																							
Cara_C_LOC113688924_rna38634																																																							
Cara_C_LOC113693773_rna40279																																																							
Cara_C_LOC113706175_rna61336																																																							
Cara_C_LOC113706176_rna61351																																																							
Cara_C_LOC113706177_rna61362																																																							
Cara_C_LOC113693777_rna41791																																																							
Cara_C_LOC113706171_rna61319																																																							
Cara_C_LOC113706172_rna61327																																																							
Cara_C_LOC113706173_rna61328																																																							
Cara_C_LOC113690287_rna38974																																																							
Cara_C_LOC113690285_rna141																																																							
Cara_C_LOC113706178_rna61366																																																							
Cara_C_LOC113724424_rna1338																																																							
Cara_C_LOC113735406_rna22995																																																							
Cara_C_LOC113742271_rna1822																																																							
Cara_C_LOC113716150_rna73392																																																							
Cara_C_LOC113692828_rna42867																																																							
Cara_C_LOC113716156_rna73396																																																							
Cara_C_LOC113716154_rna838																																																							
Cara_C_LOC113693780_rna41254																																																							
Cara_C_LOC113739851_rna29280																																																							
Cara_C_LOC113692826_rna42873																																																							
Cara_C_LOC113716158_rna73404																																																							
Cara_C_LOC113692820_rna44250																																																							
Cara_C_LOC113735404_rna22989																																																							
Cara_C_LOC113692822_rna42180																																																							
Cara_C_LOC113692823_rna40386																																																							
Cara_C_LOC113690004_rna39967																																																							
Cara_C_LOC113740699_rna19																																																							
Cara_C_LOC113735405_rna22993																																																							
Cara_C_LOC113739853_rna29309																																																							
Cara_C_LOC113707648_rna63465																																																							
Cara_C_LOC113715493_rna72195																																																							
Cara_C_LOC113715492_rna72148																																																							
Cara_C_LOC113715491_rna73486																																																							
Cara_C_LOC113715490_rna73379																																																							
Cara_C_LOC113715497_rna74262																																																							
Cara_C_LOC113715496_rna73462																																																							
Cara_C_LOC113715495_rna73395																																																							
Cara_C_LOC113735151_rna24997																																																							
Cara_C_LOC113717406_rna74970																																																							
Cara_C_LOC113693417_rna44157																																																							
Cara_C_LOC113693414_rna44143																																																							
Cara_C_LOC113717405_rna73710																																																							
Cara_C_LOC113693412_rna44141																																																							
Cara_C_LOC113693413_rna44142																																																							
Cara_C_LOC113693781_rna40583																																																							
Cara_C_LOC113708976_rna63227																																																							
Cara_C_LOC113737168_rna635																																																							
